product_name,in_area,product_serial_number,Summe von consumption,Summe von customer_base_price,Summe von work_price_charged_incl_energy_taxes,Summe von discount,Summe von eeg_contribution,Summe von electricity_tax,Summe von gas_tax,Summe von grid_base_price,Summe von grid_work_price,Summe von kwk,Summe von metering,Summe von Erlös,Summe von Kosten,Summe von Rohmarge,Rohmarge/KWH
ELECTRICITY_SUBSCRIPTION_12,ia,8004150214,109,3.71,25.09,0,4.06,2.23,0,1.04,6.03,0.41,0.49,28.80,14.26,14.54,0.13339449541284404
ELECTRICITY_SUBSCRIPTION_12,ia,8004159655,491.300,6.65,116.19,0,18.29,10.07,0,2.74,27.17,1.86,1.30,122.84,61.43,61.41,0.12499491145939344
ELECTRICITY_SUBSCRIPTION_12,ia,8004160884,245.100,12.44,56.42,0,9.13,5.02,0,3.48,13.55,0.93,1.65,68.86,33.76,35.10,0.14320685434516525
ELECTRICITY_SUBSCRIPTION_12,ia,8004165368,276.6,7.68,63.67,0,10.3,5.67,0,2.15,15.3,1.05,1.02,71.35,35.49,35.86,0.12964569775849602
ELECTRICITY_SUBSCRIPTION_12,ia,8004165968,211.500,14.26,46.68,0,7.87,4.34,0,4.66,11.70,0.80,2.21,60.94,31.58,29.36,0.13881796690307327
ELECTRICITY_SUBSCRIPTION_12,ia,8004166952,115,5.3,26.47,0,4.28,2.36,0,1.48,6.36,0.43,0.7,31.77,15.61,16.16,0.14052173913043478
ELECTRICITY_SUBSCRIPTION_12,ia,8004167639,153.300,18.79,33.83,0,5.71,3.14,0,6.14,8.48,0.58,2.91,52.62,26.96,25.66,0.1673842139595564
ELECTRICITY_SUBSCRIPTION_12,ia,8004167767,121.100,10.87,26.73,0,4.51,2.48,0,3.55,6.70,0.46,1.68,37.60,19.38,18.22,0.1504541701073493
ELECTRICITY_SUBSCRIPTION_12,ia,8004168380,221,7.02,48.77,0,8.23,4.53,0,2.29,12.22,0.84,1.09,55.79,29.20,26.59,0.12031674208144796
ELECTRICITY_SUBSCRIPTION_12,ia,8004169480,63.4,5.43,13.99,0,2.36,1.3,0,1.78,3.51,0.24,0.84,19.42,10.03,9.39,0.14810725552050474
ELECTRICITY_SUBSCRIPTION_12,ia,8004171091,377.200,16.15,86.83,0,14.04,7.73,0,4.51,20.86,1.43,2.14,102.98,50.71,52.27,0.13857370095440086
ELECTRICITY_SUBSCRIPTION_12,ia,8004172434,310.000,9.52,73.32,0,11.54,6.36,0,3.92,17.14,1.17,1.86,82.84,41.99,40.85,0.1317741935483871
ELECTRICITY_SUBSCRIPTION_12,ia,8004191081,125.000,7.92,27.59,0,4.65,2.56,0,2.59,6.91,0.47,1.23,35.51,18.41,17.10,0.1368
ELECTRICITY_SUBSCRIPTION_12,ia,8004193593,142,3.54,31.77,0,5.29,2.91,0,0.89,7.85,0.54,0.42,35.31,17.90,17.41,0.1226056338028169
ELECTRICITY_SUBSCRIPTION_12,ia,8004196531,569.800,22.77,131.17,0,21.21,11.68,0,6.36,31.51,2.15,3.01,153.94,75.92,78.02,0.13692523692523692
ELECTRICITY_SUBSCRIPTION_12,ia,8004196879,209.39999999999998,11.38,48.20,0,7.80,4.29,0,3.18,11.58,0.79,1.51,59.58,29.15,30.43,0.14531996179560652
ELECTRICITY_SUBSCRIPTION_12,ia,8004199314,163.6,4.85,38.69,0,6.09,3.35,0,2,9.05,0.62,0.95,43.54,22.06,21.48,0.1312958435207824
ELECTRICITY_SUBSCRIPTION_12,ia,8004203632,123.000,10.86,28.31,0,4.58,2.52,0,3.03,6.80,0.46,1.44,39.17,18.83,20.34,0.1653658536585366
ELECTRICITY_SUBSCRIPTION_12,ia,8004205165,145.1,7.94,33.4,0,5.4,2.97,0,2.22,8.02,0.55,1.05,41.34,20.21,21.13,0.1456237077877326
ELECTRICITY_SUBSCRIPTION_12,ia,8004206975,121.7,5.03,28.02,0,4.53,2.49,0,1.41,6.73,0.46,0.67,33.05,16.29,16.76,0.13771569433032047
ELECTRICITY_SUBSCRIPTION_12,ia,8004208066,288.6,5.56,66.44,0,10.74,5.92,0,1.55,15.96,1.09,0.74,72.00,36.00,36.00,0.12474012474012473
ELECTRICITY_SUBSCRIPTION_12,ia,8004218025,315.200,15.85,69.56,0,11.73,6.46,0,5.18,17.43,1.19,2.45,85.41,44.44,40.97,0.12998096446700508
ELECTRICITY_SUBSCRIPTION_12,ia,8004229686,410.700,13.48,97.13,0,15.29,8.42,0,5.55,22.71,1.55,2.63,110.61,56.15,54.46,0.13260287314341368
ELECTRICITY_SUBSCRIPTION_12,ia,8004245050,55.6,4.75,12.27,0,2.07,1.14,0,1.55,3.07,0.21,0.74,17.02,8.78,8.24,0.14820143884892087
ELECTRICITY_SUBSCRIPTION_12,ia,8004247049,417.300,8.26,98.69,0,15.54,8.55,0,3.40,23.08,1.58,1.61,106.95,53.76,53.19,0.1274622573687994
ELECTRICITY_SUBSCRIPTION_12,ia,8004251562,336.000,14.30,77.35,0,12.51,6.89,0,3.99,18.58,1.27,1.89,91.65,45.13,46.52,0.13845238095238097
ELECTRICITY_SUBSCRIPTION_12,ia,8004260264,125.6,7.15,28.92,0,4.68,2.57,0,2,6.95,0.47,0.95,36.07,17.62,18.45,0.14689490445859874
ELECTRICITY_SUBSCRIPTION_12,ia,8004266915,187.000,12.44,43.05,0,6.96,3.83,0,3.48,10.34,0.71,1.65,55.49,26.97,28.52,0.1525133689839572
ELECTRICITY_SUBSCRIPTION_12,ia,8004280062,297.500,17.47,68.48,0,11.08,6.10,0,4.88,16.45,1.12,2.31,85.95,41.94,44.01,0.1479327731092437
ELECTRICITY_SUBSCRIPTION_12,ia,8004281319,28.000,13.81,6.18,0,1.04,0.57,0,4.51,1.55,0.11,2.14,19.99,9.92,10.07,0.35964285714285715
ELECTRICITY_SUBSCRIPTION_12,ia,8004284385,219.6,5.89,48.47,0,8.18,4.5,0,1.92,12.14,0.83,0.91,54.36,28.48,25.88,0.11785063752276867
ELECTRICITY_SUBSCRIPTION_12,ia,8004289719,228.000,11.91,52.49,0,8.49,4.67,0,3.33,12.61,0.86,1.58,64.40,31.54,32.86,0.14412280701754385
ELECTRICITY_SUBSCRIPTION_12,ia,8004291823,177.800,10.60,42.05,0,6.62,3.64,0,4.36,9.83,0.67,2.07,52.65,27.19,25.46,0.14319460067491563
ELECTRICITY_SUBSCRIPTION_12,ia,8004298028,420.900,21.45,96.89,0,15.67,8.63,0,5.99,23.28,1.59,2.84,118.34,58.00,60.34,0.1433594678070801
ELECTRICITY_SUBSCRIPTION_12,ia,8004299065,383.800,14.73,90.77,0,14.29,7.87,0,6.07,21.22,1.45,2.87,105.50,53.77,51.73,0.13478374153204792
ELECTRICITY_SUBSCRIPTION_12,ia,8004300435,127.500,5.93,30.15,0,4.75,2.61,0,2.44,7.05,0.48,1.16,36.08,18.49,17.59,0.1379607843137255
ELECTRICITY_SUBSCRIPTION_12,ia,8004305931,187.700,9.51,41.43,0,6.99,3.85,0,3.11,10.38,0.71,1.47,50.94,26.51,24.43,0.1301545018646777
ELECTRICITY_SUBSCRIPTION_12,ia,8004306561,299.400,13.48,70.81,0,11.15,6.14,0,5.55,16.56,1.13,2.63,84.29,43.16,41.13,0.13737474949899803
ELECTRICITY_SUBSCRIPTION_12,ia,8004308017,305.000,19.33,70.21,0,11.36,6.25,0,5.40,16.87,1.15,2.56,89.54,43.59,45.95,0.15065573770491805
ELECTRICITY_SUBSCRIPTION_12,ia,8004310215,121.2,7.02,26.75,0,4.51,2.48,0,2.29,6.7,0.46,1.09,33.77,17.53,16.24,0.13399339933993398
ELECTRICITY_SUBSCRIPTION_12,ia,8004314399,137,7.41,31.53,0,5.1,2.81,0,2.07,7.58,0.52,0.98,38.94,19.06,19.88,0.1451094890510949
ELECTRICITY_SUBSCRIPTION_12,ia,8004317868,91,4.53,20.08,0,3.39,1.87,0,1.48,5.03,0.34,0.7,24.61,12.81,11.80,0.12967032967032968
ELECTRICITY_SUBSCRIPTION_12,ia,8004321804,255.200,9.27,58.75,0,9.50,5.23,0,2.59,14.11,0.96,1.23,68.02,33.62,34.40,0.13479623824451412
ELECTRICITY_SUBSCRIPTION_12,ia,8004322137,114.2,5.03,26.29,0,4.25,2.34,0,1.41,6.32,0.43,0.67,31.32,15.42,15.90,0.13922942206654992
ELECTRICITY_SUBSCRIPTION_12,ia,8004324537,180.700,8.47,41.60,0,6.73,3.70,0,2.37,9.99,0.68,1.12,50.07,24.59,25.48,0.14100719424460434
ELECTRICITY_SUBSCRIPTION_12,ia,8004333460,51.5,5.56,11.86,0,1.92,1.06,0,1.55,2.85,0.19,0.74,17.42,8.31,9.11,0.17689320388349514
ELECTRICITY_SUBSCRIPTION_12,ia,8004337795,70.4,7.02,15.54,0,2.62,1.44,0,2.29,3.89,0.27,1.09,22.56,11.60,10.96,0.15568181818181817
ELECTRICITY_SUBSCRIPTION_12,ia,8004342262,181.7,7.68,41.83,0,6.76,3.72,0,2.15,10.05,0.69,1.02,49.51,24.39,25.12,0.1382498624105669
ELECTRICITY_SUBSCRIPTION_12,ia,8004347319,713.900,10.86,164.34,0,26.58,14.63,0,3.03,39.48,2.70,1.44,175.20,87.86,87.34,0.12234206471494607
ELECTRICITY_SUBSCRIPTION_12,ia,8004347567,239.90,14.30,55.22,0,8.93,4.92,0,3.99,13.27,0.91,1.89,69.52,33.91,35.61,0.1484368486869529
ELECTRICITY_SUBSCRIPTION_12,ia,8004349716,160.10000000000002,4.53,35.34,0,5.96,3.28,0,1.48,8.85,0.61,0.7,39.87,20.88,18.99,0.11861336664584632
ELECTRICITY_SUBSCRIPTION_12,ia,8004353816,292.600,12.23,64.57,0,10.89,6.00,0,3.99,16.18,1.11,1.89,76.80,40.06,36.74,0.1255639097744361
ELECTRICITY_SUBSCRIPTION_12,ia,8004354063,16,5.57,3.78,0,0.6,0.33,0,2.29,0.88,0.06,1.09,9.35,5.25,4.10,0.25625
ELECTRICITY_SUBSCRIPTION_12,ia,8004360256,152.8,4.49,36.14,0,5.69,3.13,0,1.85,8.45,0.58,0.88,40.63,20.58,20.05,0.13121727748691098
ELECTRICITY_SUBSCRIPTION_12,ia,8004373384,119.4,5.56,27.49,0,4.45,2.45,0,1.55,6.6,0.45,0.74,33.05,16.24,16.81,0.14078726968174202
ELECTRICITY_SUBSCRIPTION_12,ia,8004375357,72,4.77,16.57,0,2.68,1.48,0,1.33,3.98,0.27,0.63,21.34,10.37,10.97,0.1523611111111111
ELECTRICITY_SUBSCRIPTION_12,ia,8004375823,340.000,17.74,78.27,0,12.66,6.97,0,4.96,18.80,1.29,2.35,96.01,47.03,48.98,0.14405882352941177
ELECTRICITY_SUBSCRIPTION_12,ia,8004381714,67.700,7.73,16.01,0,2.52,1.39,0,3.18,3.74,0.26,1.51,23.74,12.60,11.14,0.16454948301329395
ELECTRICITY_SUBSCRIPTION_12,ia,8004382018,185.200,8.98,43.80,0,6.89,3.80,0,3.70,10.24,0.70,1.75,52.78,27.08,25.70,0.13876889848812096
ELECTRICITY_SUBSCRIPTION_12,ia,8004387265,0.400,17.74,0.09,0,0.01,0.01,0,4.96,0.02,0,2.35,17.83,7.35,10.48,26.2
ELECTRICITY_SUBSCRIPTION_12,ia,8004396297,344.000,19.59,79.19,0,12.81,7.05,0,5.47,19.02,1.30,2.59,98.78,48.24,50.54,0.1469186046511628
ELECTRICITY_SUBSCRIPTION_12,ia,8004396298,107.20,10.06,25.35,0,3.99,2.20,0,4.14,5.93,0.41,1.96,35.41,18.63,16.78,0.15652985074626866
ELECTRICITY_SUBSCRIPTION_12,ia,8004396625,142.3,6.35,32.76,0,5.3,2.92,0,1.78,7.87,0.54,0.84,39.11,19.25,19.86,0.13956430077301474
ELECTRICITY_SUBSCRIPTION_12,ia,8004399408,150.300,15.89,34.60,0,5.60,3.08,0,4.44,8.31,0.57,2.10,50.49,24.10,26.39,0.17558216899534265
ELECTRICITY_SUBSCRIPTION_12,ia,8004400183,177.3,4.85,41.93,0,6.6,3.63,0,2,9.8,0.67,0.95,46.78,23.65,23.13,0.13045685279187816
ELECTRICITY_SUBSCRIPTION_12,ia,8004402174,380.700,12.58,90.04,0,14.17,7.80,0,5.18,21.05,1.44,2.45,102.62,52.09,50.53,0.13272918308379303
ELECTRICITY_SUBSCRIPTION_12,ia,8004404052,185.000,13.36,40.83,0,6.89,3.79,0,4.36,10.23,0.70,2.07,54.19,28.04,26.15,0.14135135135135135
ELECTRICITY_SUBSCRIPTION_12,ia,8004406170,219.8,5.43,48.51,0,8.18,4.51,0,1.78,12.15,0.83,0.84,53.94,28.29,25.65,0.11669699727024567
ELECTRICITY_SUBSCRIPTION_12,ia,8004407413,145,5.57,34.29,0,5.4,2.97,0,2.29,8.02,0.55,1.09,39.86,20.32,19.54,0.13475862068965516
ELECTRICITY_SUBSCRIPTION_12,ia,8004410596,372.100,16.68,85.66,0,13.85,7.63,0,4.66,20.58,1.41,2.21,102.34,50.34,52.00,0.13974737973662993
ELECTRICITY_SUBSCRIPTION_12,ia,8004413372,249.000,9.70,58.89,0,9.27,5.10,0,3.99,13.77,0.94,1.89,68.59,34.96,33.63,0.13506024096385544
ELECTRICITY_SUBSCRIPTION_12,ia,8004414307,210.300,14.55,49.74,0,7.83,4.31,0,5.99,11.63,0.79,2.84,64.29,33.39,30.90,0.1469329529243937
ELECTRICITY_SUBSCRIPTION_12,ia,8004414332,88,5.82,20.26,0,3.28,1.8,0,1.63,4.87,0.33,0.77,26.08,12.68,13.40,0.15227272727272728
ELECTRICITY_SUBSCRIPTION_12,ia,8004414730,156,5.03,36.89,0,5.81,3.2,0,2.07,8.63,0.59,0.98,41.92,21.28,20.64,0.13230769230769232
ELECTRICITY_SUBSCRIPTION_12,ia,8004416384,57.000,5.93,13.48,0,2.12,1.17,0,2.44,3.15,0.22,1.16,19.41,10.26,9.15,0.16052631578947368
ELECTRICITY_SUBSCRIPTION_12,ia,8004417450,324.000,8.98,76.63,0,12.06,6.64,0,3.70,17.92,1.22,1.75,85.61,43.29,42.32,0.13061728395061728
ELECTRICITY_SUBSCRIPTION_12,ia,8004420477,44.4,3.23,10.5,0,1.65,0.91,0,1.33,2.46,0.17,0.63,13.73,7.15,6.58,0.1481981981981982
ELECTRICITY_SUBSCRIPTION_12,ia,8004420596,118.00,8.44,27.91,0,4.39,2.42,0,3.48,6.53,0.45,1.65,36.35,18.92,17.43,0.14771186440677966
ELECTRICITY_SUBSCRIPTION_12,ia,8004421045,239.800,23.83,55.20,0,8.93,4.92,0,6.66,13.26,0.91,3.15,79.03,37.83,41.20,0.17180984153461218
ELECTRICITY_SUBSCRIPTION_12,ia,8004421359,54.8,1.98,12.96,0,2.04,1.12,0,0.81,3.03,0.21,0.39,14.94,7.60,7.34,0.13394160583941606
ELECTRICITY_SUBSCRIPTION_12,ia,8004424645,138.600,15.09,32.78,0,5.16,2.84,0,6.21,7.66,0.52,2.94,47.87,25.33,22.54,0.16262626262626262
ELECTRICITY_SUBSCRIPTION_12,ia,8004425045,100.000,6.47,23.65,0,3.72,2.05,0,2.66,5.53,0.38,1.26,30.12,15.60,14.52,0.1452
ELECTRICITY_SUBSCRIPTION_12,ia,8004426342,159.5,4.67,37.72,0,5.94,3.27,0,1.92,8.82,0.6,0.91,42.39,21.46,20.93,0.13122257053291536
ELECTRICITY_SUBSCRIPTION_12,ia,8004427974,53.6,1.8,12.68,0,2,1.1,0,0.74,2.96,0.2,0.35,14.48,7.35,7.13,0.13302238805970149
ELECTRICITY_SUBSCRIPTION_12,ia,8004430914,150.400,13.66,35.57,0,5.60,3.08,0,5.62,8.32,0.57,2.66,49.23,25.85,23.38,0.15545212765957445
ELECTRICITY_SUBSCRIPTION_12,ia,8004434215,231.300,16.95,53.25,0,8.61,4.74,0,4.73,12.79,0.87,2.24,70.20,33.98,36.22,0.1565931690445309
ELECTRICITY_SUBSCRIPTION_12,ia,8004435662,277.500,13.81,61.24,0,10.33,5.69,0,4.51,15.35,1.05,2.14,75.05,39.07,35.98,0.12965765765765766
ELECTRICITY_SUBSCRIPTION_12,ia,8004443986,134.500,10.96,31.81,0,5.01,2.76,0,4.51,7.44,0.51,2.14,42.77,22.37,20.40,0.1516728624535316
ELECTRICITY_SUBSCRIPTION_12,ia,8004447009,330.200,6.47,78.09,0,12.29,6.77,0,2.66,18.26,1.25,1.26,84.56,42.49,42.07,0.1274076317383404
ELECTRICITY_SUBSCRIPTION_12,ia,8004447336,167.39999999999998,4.31,39.6,0,6.23,3.43,0,1.78,9.26,0.63,0.84,43.91,22.17,21.74,0.12986857825567505
ELECTRICITY_SUBSCRIPTION_12,ia,8004447414,203.60000000000002,7.92,44.94,0,7.58,4.17,0,2.59,11.26,0.77,1.23,52.86,27.60,25.26,0.12406679764243614
ELECTRICITY_SUBSCRIPTION_12,ia,8004448463,104.400,6.83,24.69,0,3.89,2.14,0,2.81,5.77,0.39,1.33,31.52,16.33,15.19,0.14549808429118774
ELECTRICITY_SUBSCRIPTION_12,ia,8004451081,57.4,2.34,13.58,0,2.14,1.18,0,0.96,3.17,0.22,0.46,15.92,8.13,7.79,0.13571428571428573
ELECTRICITY_SUBSCRIPTION_12,ia,8004451103,173.000,7.37,40.91,0,6.44,3.55,0,3.03,9.57,0.65,1.44,48.28,24.68,23.60,0.13641618497109828
ELECTRICITY_SUBSCRIPTION_12,ia,8004455054,331.700,9.88,78.45,0,12.35,6.80,0,4.07,18.34,1.25,1.93,88.33,44.74,43.59,0.13141392824841727
ELECTRICITY_SUBSCRIPTION_12,ia,8004455259,321.100,11.86,75.94,0,11.95,6.58,0,4.88,17.76,1.21,2.31,87.80,44.69,43.11,0.13425724073497353
ELECTRICITY_SUBSCRIPTION_12,ia,8004455553,116.800,10.64,25.78,0,4.35,2.39,0,3.48,6.46,0.44,1.65,36.42,18.77,17.65,0.15111301369863012
ELECTRICITY_SUBSCRIPTION_12,ia,8004457118,507.500,11.50,120.03,0,18.89,10.40,0,4.73,28.06,1.92,2.24,131.53,66.24,65.29,0.12865024630541874
ELECTRICITY_SUBSCRIPTION_12,ia,8004460502,53.3,4.85,12.61,0,1.98,1.09,0,2,2.95,0.2,0.95,17.46,9.17,8.29,0.15553470919324577
ELECTRICITY_SUBSCRIPTION_12,ia,8004460507,88.600,10.78,20.95,0,3.30,1.82,0,4.44,4.90,0.33,2.10,31.73,16.89,14.84,0.16749435665914222
ELECTRICITY_SUBSCRIPTION_12,ia,8004470506,362.500,12.04,85.73,0,13.50,7.43,0,4.96,20.05,1.37,2.35,97.77,49.66,48.11,0.13271724137931035
ELECTRICITY_SUBSCRIPTION_12,ia,8004473073,831.100,14.49,183.42,0,30.94,17.04,0,4.73,45.96,3.14,2.24,197.91,104.05,93.86,0.11293466490193718
ELECTRICITY_SUBSCRIPTION_12,ia,8004476144,81.4,3.05,19.25,0,3.03,1.67,0,1.26,4.5,0.31,0.6,22.30,11.37,10.93,0.13427518427518426
ELECTRICITY_SUBSCRIPTION_12,ia,80150389,71.6,3.41,16.93,0,2.67,1.47,0,1.41,3.96,0.27,0.67,20.34,10.45,9.89,0.13812849162011176
ELECTRICITY_SUBSCRIPTION_12,ia,80150645,145.5,6.62,33.49,0,5.42,2.98,0,1.85,8.05,0.55,0.88,40.11,19.73,20.38,0.14006872852233676
ELECTRICITY_SUBSCRIPTION_12,ia,80175862,124.39999999999999,5.56,28.64,0,4.63,2.55,0,1.55,6.88,0.47,0.74,34.20,16.82,17.38,0.1397106109324759
ELECTRICITY_SUBSCRIPTION_12,ia,80185343,29,1.8,6.86,0,1.08,0.59,0,0.74,1.6,0.11,0.35,8.66,4.47,4.19,0.14448275862068966
ELECTRICITY_SUBSCRIPTION_12,ia,80204259,71,5.21,15.67,0,2.64,1.46,0,1.7,3.93,0.27,0.81,20.88,10.81,10.07,0.14183098591549295
ELECTRICITY_SUBSCRIPTION_12,ia,80209811,121.10000000000001,5.3,27.88,0,4.51,2.48,0,1.48,6.7,0.46,0.7,33.18,16.33,16.85,0.13914120561519405
ELECTRICITY_SUBSCRIPTION_12,ia,80214912,139.5,5.56,32.11,0,5.19,2.86,0,1.55,7.71,0.53,0.74,37.67,18.58,19.09,0.13684587813620072
ELECTRICITY_SUBSCRIPTION_12,ia,80239046,104.6,2.72,23.08,0,3.89,2.14,0,0.89,5.78,0.4,0.42,25.80,13.52,12.28,0.11739961759082218
ELECTRICITY_SUBSCRIPTION_12,ia,80244486,113.4,5.56,26.11,0,4.22,2.32,0,1.55,6.27,0.43,0.74,31.67,15.53,16.14,0.14232804232804233
ELECTRICITY_SUBSCRIPTION_12,ia,80244851,70.3,4.08,15.51,0,2.62,1.44,0,1.33,3.89,0.27,0.63,19.59,10.18,9.41,0.13385490753911808
ELECTRICITY_SUBSCRIPTION_12,ia,80244862,29.1,2.26,6.42,0,1.08,0.6,0,0.74,1.61,0.11,0.35,8.68,4.49,4.19,0.14398625429553266
ELECTRICITY_SUBSCRIPTION_12,ia,80249455,85.4,2.65,19.66,0,3.18,1.75,0,0.74,4.72,0.32,0.35,22.31,11.06,11.25,0.13173302107728335
ELECTRICITY_SUBSCRIPTION_12,ia,80307020,595.200,13.24,137.02,0,22.16,12.20,0,3.70,32.91,2.25,1.75,150.26,74.97,75.29,0.12649529569892473
ELECTRICITY_SUBSCRIPTION_12,ia,80307851,305.900,10.86,70.42,0,11.39,6.27,0,3.03,16.92,1.16,1.44,81.28,40.21,41.07,0.13425956194834915
ELECTRICITY_SUBSCRIPTION_12,ia,80312272,278.500,13.24,64.11,0,10.37,5.71,0,3.70,15.40,1.05,1.75,77.35,37.98,39.37,0.14136445242369838
ELECTRICITY_SUBSCRIPTION_12,ia,80317925,305.500,9.06,67.42,0,11.37,6.26,0,2.96,16.89,1.15,1.40,76.48,40.03,36.45,0.1193126022913257
ELECTRICITY_SUBSCRIPTION_12,ia,80331731,250.900,11.32,55.38,0,9.34,5.14,0,3.70,13.87,0.95,1.75,66.70,34.75,31.95,0.1273415703467517
ELECTRICITY_SUBSCRIPTION_12,ia,80346357,400.70000000000005,13.24,92.24,0,14.92,8.21,0,3.70,22.16,1.51,1.75,105.48,52.25,53.23,0.13284252558023457
ELECTRICITY_SUBSCRIPTION_12,ia,80383995,199.600,11.09,44.05,0,7.43,4.09,0,3.62,11.04,0.75,1.72,55.14,28.65,26.49,0.13271543086172344
ELECTRICITY_SUBSCRIPTION_12,ia,80392185,178.400,10.33,41.07,0,6.64,3.66,0,2.88,9.87,0.67,1.37,51.40,25.09,26.31,0.14747757847533632
ELECTRICITY_SUBSCRIPTION_12,ia,80395716,292.900,14.03,67.43,0,10.90,6.00,0,3.92,16.20,1.11,1.86,81.46,39.99,41.47,0.1415841584158416
ELECTRICITY_SUBSCRIPTION_12,ia,80399238,77.3,6.88,17.79,0,2.88,1.58,0,1.92,4.27,0.29,0.91,24.67,11.85,12.82,0.16584734799482537
ELECTRICITY_SUBSCRIPTION_12,ia,80400290,225.300,11.32,49.72,0,8.39,4.62,0,3.70,12.46,0.85,1.75,61.04,31.77,29.27,0.12991566799822457
ELECTRICITY_SUBSCRIPTION_12,ia,80400694,392.100,13.24,90.26,0,14.60,8.04,0,3.70,21.68,1.48,1.75,103.50,51.25,52.25,0.1332568222392247
ELECTRICITY_SUBSCRIPTION_12,ia,80404085,69.3,5.3,15.95,0,2.58,1.42,0,1.48,3.83,0.26,0.7,21.25,10.27,10.98,0.15844155844155847
ELECTRICITY_SUBSCRIPTION_12,ia,80404134,141.5,3.71,32.57,0,5.27,2.9,0,1.04,7.82,0.53,0.49,36.28,18.05,18.23,0.1288339222614841
ELECTRICITY_SUBSCRIPTION_12,ia,80404308,174,5.66,38.4,0,6.48,3.57,0,1.85,9.62,0.66,0.88,44.06,23.06,21.00,0.1206896551724138
ELECTRICITY_SUBSCRIPTION_12,ia,80404360,283.4,5.66,62.55,0,10.55,5.81,0,1.85,15.67,1.07,0.88,68.21,35.83,32.38,0.11425546930134088
ELECTRICITY_SUBSCRIPTION_12,ia,80405805,486.600,11.32,107.39,0,18.12,9.98,0,3.70,26.91,1.84,1.75,118.71,62.30,56.41,0.11592683929305383
ELECTRICITY_SUBSCRIPTION_12,ia,80409083,497.300,12.44,114.48,0,18.51,10.19,0,3.48,27.50,1.88,1.65,126.92,63.21,63.71,0.12811180374019707
ELECTRICITY_SUBSCRIPTION_12,ia,80409335,350.600,11.32,77.37,0,13.05,7.19,0,3.70,19.39,1.33,1.75,88.69,46.41,42.28,0.12059326868225897
ELECTRICITY_SUBSCRIPTION_12,ia,80409770,170.200,9.06,37.56,0,6.34,3.49,0,2.96,9.41,0.64,1.40,46.62,24.24,22.38,0.13149236192714453
ELECTRICITY_SUBSCRIPTION_12,ia,80414258,227.3,4.98,50.16,0,8.46,4.66,0,1.63,12.57,0.86,0.77,55.14,28.95,26.19,0.11522217333919929
ELECTRICITY_SUBSCRIPTION_12,ia,80414491,246.100,11.32,54.31,0,9.16,5.05,0,3.70,13.61,0.93,1.75,65.63,34.20,31.43,0.12771231206826494
ELECTRICITY_SUBSCRIPTION_12,ia,80414528,140.3,2.91,32.3,0,5.22,2.88,0,0.81,7.76,0.53,0.39,35.21,17.59,17.62,0.1255880256593015
ELECTRICITY_SUBSCRIPTION_12,ia,80414548,163.3,5.82,37.59,0,6.08,3.35,0,1.63,9.03,0.62,0.77,43.41,21.48,21.93,0.1342927127985303
ELECTRICITY_SUBSCRIPTION_12,ia,80414639,534.600,11.09,117.99,0,19.90,10.96,0,3.62,29.56,2.02,1.72,129.08,67.78,61.30,0.11466517022072577
ELECTRICITY_SUBSCRIPTION_12,ia,80414798,209.200,12.97,48.16,0,7.79,4.29,0,3.62,11.57,0.79,1.72,61.13,29.78,31.35,0.1498565965583174
ELECTRICITY_SUBSCRIPTION_12,ia,80419239,121.2,5.56,27.9,0,4.51,2.48,0,1.55,6.7,0.46,0.74,33.46,16.44,17.02,0.14042904290429042
ELECTRICITY_SUBSCRIPTION_12,ia,80419944,170.5,4.77,39.25,0,6.35,3.5,0,1.33,9.43,0.64,0.63,44.02,21.88,22.14,0.1298533724340176
ELECTRICITY_SUBSCRIPTION_12,ia,80422146,121.5,5.66,26.82,0,4.52,2.49,0,1.85,6.72,0.46,0.88,32.48,16.92,15.56,0.1280658436213992
ELECTRICITY_SUBSCRIPTION_12,ia,80422395,47.3,5.66,10.44,0,1.76,0.97,0,1.85,2.62,0.18,0.88,16.10,8.26,7.84,0.1657505285412262
ELECTRICITY_SUBSCRIPTION_12,ia,80427156,158,6.57,34.87,0,5.88,3.24,0,2.15,8.74,0.6,1.02,41.44,21.63,19.81,0.12537974683544303
ELECTRICITY_SUBSCRIPTION_12,ia,80427858,97,4.67,22.94,0,3.61,1.99,0,1.92,5.36,0.37,0.91,27.61,14.16,13.45,0.13865979381443297
ELECTRICITY_SUBSCRIPTION_12,ia,80427960,140.2,4.08,30.94,0,5.22,2.87,0,1.33,7.75,0.53,0.63,35.02,18.33,16.69,0.1190442225392297
ELECTRICITY_SUBSCRIPTION_12,ia,80427999,150,6.35,34.53,0,5.58,3.08,0,1.78,8.3,0.57,0.84,40.88,20.15,20.73,0.1382
ELECTRICITY_SUBSCRIPTION_12,ia,80429021,432.500,13.77,99.56,0,16.10,8.87,0,3.85,23.92,1.63,1.82,113.33,56.19,57.14,0.1321156069364162
ELECTRICITY_SUBSCRIPTION_12,ia,80429522,167.4,5.3,38.54,0,6.23,3.43,0,1.48,9.26,0.63,0.7,43.84,21.73,22.11,0.13207885304659497
ELECTRICITY_SUBSCRIPTION_12,ia,80432146,153.7,6.35,35.38,0,5.72,3.15,0,1.78,8.5,0.58,0.84,41.73,20.57,21.16,0.1376707872478855
